timestamp,roll_joint.position,roll_joint.velocity
2219928938368,0.398338619190954,0.21089981769251
2219952023616,0.394730173753289,-0.049956180441149
2219969816288,0.386733559245055,-0.282990630027067
2219990003424,0.374401955664268,-0.504870701205494
2220010000864,0.357867154374853,-0.720342383665952
2220029992960,0.336797716656773,-0.941549898738289
2220049043904,0.31188050010326,-1.14826354708861
2220068877504,0.281939096215034,-1.38167589511266
2220088819872,0.247469071417285,-1.60589802791593
2220108498720,0.211704680109689,-1.72271416655414
2220129889920,0.17503495317123,-1.79636312708325
2220150528448,0.136350513009022,-1.89087306535582
2220169154752,0.0942538339819399,-2.03604949772552
2220188470560,0.0498151489209058,-2.15277453752909
2220213486080,0.0077604454022721,-2.11373667391395
2220229601120,-0.0324057186511124,-2.04490827422626
2220249171392,-0.072764281301528,-2.030585721063
2220269632928,-0.114364522004247,-2.0643142921648
2220289431008,-0.144568701089543,-2.04506004319948
2220308810400,-0.190347503960434,-1.86066982253809
2220328667264,-0.222531888957826,-1.69423786927062
2220348570176,-0.252290217425939,-1.55804099191829
2220368506080,-0.2732041879139,-1.45890411293792
2220388907840,-0.305061441022078,-1.31651078273559
2220408956288,-0.326560578741745,-1.15231351290595
2220429046464,-0.343444104591223,-0.944654515189455
2220449290592,-0.355558657942425,-0.717796110380592
2220469274592,-0.363044117170419,-0.488343776267019
2220491506400,-0.365999726637703,-0.261058924986377
2220510231296,-0.364568548029083,-0.0392410658621888
2220528886496,-0.358848327678945,0.177777193110817
2220554918656,-0.352010765609897,0.330634255535306
2220575675552,-0.33510739088792,0.593388831312345
2220589022912,-0.31690410227074,0.804365142065384
2220609523808,-0.295040007452002,0.996648028127966
2220629023584,-0.271025306023294,1.12510763708916
2220648626272,-0.245847198511197,1.21415201979083
2220668897248,-0.219049909862277,1.29867305979141
2220690414688,-0.190166617065769,1.39715384927158
2220709365280,-0.159274843076528,1.49707321387418
2220729496352,-0.125606286726014,1.62185006115929
2220748588256,-0.0908181416144194,1.694868258226
2220768873632,-0.0575413196154988,1.66978256032313
2220790125376,-0.0259020295977867,1.61123681285775
2220808342592,0.004997502246028,1.56840032445464
2220828367904,0.0358848128722086,1.55388035927409
2220853356480,0.0670975042746618,1.55856272702208
2220868905472,0.0896497382028703,1.53415722750935
2220889101376,0.124955738759508,1.42143037792644
2220911568032,0.149159068845356,1.27988928528037
2220928234016,0.170569571284437,1.14018294937929
2220949331904,0.185115371598263,1.03946682107399
2220968491136,0.205351109857986,0.869671279745294
2220994255872,0.218520825058057,0.727798256838711
2221008904608,0.226345845127266,0.610235070305819
2221032098816,0.233686065848351,0.446977462016847
2221055135264,0.237355298458045,0.270460022774121
2221069211840,0.236773806076554,0.0450816697410697
2221090586112,0.233826166586966,-0.0883925736997797
2221110075328,0.224916609273856,-0.290292732954678
2221128949024,0.21484512049878,-0.431429147349989
2221152802784,0.202490508142442,-0.556091067790785
2221171676192,0.187786613197626,-0.675347283565141
2221192619968,0.170997170535662,-0.785826576031125
2221209567328,0.157107389501958,-0.855460095609575
2221229656640,0.132533268199739,-0.959040172786979
2221249612192,0.110510628171243,-1.05481968988546
2221268340128,0.0860244984656553,-1.16780082974057
2221289404192,0.0602475981028605,-1.24547517906329
2221313978464,0.0411355769590375,-1.27127033371787
2221329480064,0.0100245861585369,-1.24501046265455
2221349715872,-0.0142185338361489,-1.22315919470153
2221369677152,-0.0381557123099997,-1.20571283160191
2221389992064,-0.0561618229767838,-1.19406594390229
2221418054336,-0.085649570116956,-1.18846135259714
2221441523520,-0.102908352008783,-1.16846038343077
2221454874624,-0.113434246545969,-1.13591314793635
2221476110272,-0.135091800738604,-1.09830435632779
2221493292096,-0.168010968525505,-0.91447622390249
2221518660480,-0.182592399672069,-0.790574037781963
2221531689568,-0.194727176402799,-0.667581856926809
2221551859232,-0.204398258647908,-0.544696621234921
2221573885920,-0.209994704425195,-0.446174706201702
2221593544544,-0.215694139635263,-0.280469577449393
2221611357408,-0.217400206402649,-0.150192082114505
2221633787872,-0.216660742275286,-0.0255344480236816
2221652374880,-0.213568250489161,0.094454356163065
2221671475936,-0.208267665264225,0.207826144884557
2221692283136,-0.201174314894853,0.305513728478809
2221713016064,-0.194589732323416,0.375882007440079
2221733511680,-0.184488903263342,0.463415488349482
2221754525344,-0.175717386900192,0.531792185747671
2221772977440,-0.158564777750886,0.64776409191735
2221806795232,-0.142793163268408,0.742578153303581
2221815804480,-0.121215004565771,0.830012975017718
2221831791072,-0.107929742244127,0.86677423381456
2221860703296,-0.0896607276434817,0.898126464195086
2221875261888,-0.0667985715943443,0.902975347130523
2221898637120,-0.0491825099975267,0.888206896536705
2221913700960,-0.0321342010556004,0.864658362731465
2221929999008,-0.0154735068879567,0.843093077707925
2221951594848,0.000655928579201,0.818546903992693
2221988028224,0.016233972667266,0.791532448080742
2222002474656,0.0311635402808259,0.76137838271717
2222011455168,0.0453802805794097,0.726983306138457
2222034145664,0.0552827262445906,0.689877102961869
2222056529888,0.0675875233144931,0.639371225566492
2222070755904,0.0811228919626413,0.55950406737306
2222094088384,0.0897930105478814,0.474132404877786
2222116848288,0.0964433893228514,0.378342612242717
2222130387712,0.101166315011664,0.283741177221799
2222151362880,0.104082847011214,0.191643251464947
2222170128480,0.105070644408369,0.0962041378484957
2222193795488,0.103999759115984,-0.0037567231568843
2222213512352,0.101057193026295,-0.0988977269844379
2222230794272,0.0964935908196595,-0.184910884909143
2222254999104,0.0904773577736902,-0.261464832088323
2222273665408,0.0832161580355754,-0.329119128835626
2222322425792,0.0748301791030352,-0.389282407266234
2222332434016,0.0654240108412287,-0.443014826557174
2222336964896,0.0579171461958987,-0.479024519968302
2222352247616,0.0467608568516672,-0.522253140636725
2222369182432,0.0355705517362566,-0.547461653438182
2222390451744,0.0241049649371161,-0.564484800189145
2222410754592,0.0123231566917973,-0.580452047780527
2222429327296,0.0010556314455726,-0.56856027929778
2222452714432,-0.009567905558814,-0.543254184008764
2222474555456,-0.0200619669985951,-0.531958115767894
2222503068288,-0.0303146586586418,-0.517964613842371
2222516205536,-0.0354542058614125,-0.516151625318407
2222530957856,-0.0497408999767107,-0.483530635346094
2222556839040,-0.0566305185226917,-0.467858171599357
2222576629952,-0.0672992874911712,-0.435970583421887
2222591635360,-0.074977617838736,-0.400896689447706
2222609676608,-0.0817423382907815,-0.357946713711676
2222632279360,-0.0883257973411335,-0.284178964234528
2222649939552,-0.0912817813154454,-0.237115485223147
2222673777312,-0.0936735704516347,-0.194277609973696
2222690334464,-0.0947416644963246,-0.166676834050592
2222711784768,-0.0968409636434176,-0.0989875355253241
2222732847552,-0.0971806415180788,-0.0307265593359584
2222751987040,-0.0953094171512159,0.0486905350362234
2222770174048,-0.0936084062287118,0.0850122264490341
2222792279744,-0.0904955038095455,0.132037327267523
2222811729792,-0.0865824671244324,0.174187789014871
2222833338240,-0.0819344603962955,0.20929930339038
2222859453280,-0.0770771042393432,0.231274615093176
2222876728448,-0.0718607830957726,0.250565413603794
2222894834528,-0.0662626520368579,0.270337172765496
2222913456320,-0.0603137951459474,0.288542497764643
2222933550176,-0.0542149481902058,0.298813739225935
2222953026304,-0.0482928685518182,0.297629161792101
2222971741728,-0.0425690903849114,0.289196082749081
2222995002912,-0.0369909954520103,0.282420419669802
2223018382624,-0.0315655121331384,0.275467954163136
2223029288864,-0.0261486424759173,0.272299601297093
2223049319552,-0.0209783856968266,0.261422653234262
2223069125952,-0.0165142619195813,0.237114981979328
2223088677824,-0.0129497040242943,0.197920346211139
2223108917184,-0.0099000932929094,0.167751429303226
2223130473792,-0.0074371895145097,0.138100016740018
2223151618080,-0.0055497135907042,0.108872142367446
2223168710272,-0.00416041393794,0.0827649209540254
2223193163936,-0.0030979279897069,0.0629484784225098
2223208279296,-0.0024010698884842,0.0438591047134719
2223229339072,-0.0022511134707689,0.0192566496138936
2223249622944,-0.0026071014190959,-0.0052094595091845
2223269305088,-0.0032990733739339,-0.0244718699116095
2223289994720,-0.0042599947715957,-0.0399248527903733
2223312330560,-0.0054692582165578,-0.0535779205125889
2223335078080,-0.0069234163423663,-0.0662857134774595
2223359749280,-0.0085701164311775,-0.0768997780872829
2223380478240,-0.0102794689125696,-0.0821776471202844
2223393634560,-0.0111449546549533,-0.0839416834794795
2223415888384,-0.0127519643133559,-0.0810951462583499
2223436249120,-0.0147113850853817,-0.06684725165635
2223451802912,-0.0156341704030942,-0.0528559938471598
2223474944544,-0.0162404972818996,-0.0375810034796415
2223489247904,-0.0165165089617511,-0.0216639266637882
2223513575040,-0.0165037757227891,-0.0068351233846102
2223532447712,-0.0163157731945863,0.0036239291454807
2223555373440,-0.0161498665810528,0.0065608377652275
2223569786016,-0.01603863799365,0.0059468073426814
2223589674784,-0.0159626130669066,0.004505459990493
2223612669216,-0.0158596236341262,0.0047779778562417
2223633354304,-0.0157214305406863,0.0060969301673282
2223651989696,-0.0155233163227196,0.0085241361844871
2223675259456,-0.015343178442111,0.008692706771843
2223695051104,-0.0151821404199453,0.0082340629360577
2223716700992,-0.015040951270279,0.0073460416721219
2223730388096,-0.0149023836698108,0.0070045794031335
2223755381856,-0.0147881590261817,0.0065340972685213
2223771845504,-0.0147297359297681,0.0040721259175324
2223795887456,-0.0147600709990597,0.0004095779291361
2223808553344,-0.0148252352219826,-0.0019698466234472
2223828356128,-0.0148727976145757,-0.0018754033752211
2223851874176,-0.0148832838113679,-0.0012197801801691
2223875380896,-0.0149008856416977,-0.0010979236757852
2223892683840,-0.0149203600071689,-0.0010911439648115
2223908957952,-0.0149383363445269,-0.0011273063854072
2223929650944,-0.0149330932461308,-0.000793155780979
2223952594048,-0.0149323442320742,-0.0006546073870252
2223969318560,-0.0149278501477347,-0.0003570571700071
2223995371104,-0.0149233560633952,-0.0001931125010536
2224014310112,-0.0149121208525465,0.0001760923635251
2224034303008,-0.0149136188806596,5.4986521480759E-05
2224054780416,-0.0149106228244333,8.19417046294755E-05
2224074331008,-0.0149016346557543,0.0004810276253028
2224097136576,-0.0148847818394811,0.0010651205265452
2224112422080,-0.0148799132481133,0.000783122997359
2224135409952,-0.0148866543746226,0.000427383367947
2224156103680,-0.0148956425433016,0.0001774063153994
2224172959488,-0.0148941445151884,0.000380262768042
2224192304928,-0.0148889014167923,0.0004633574349827
2224213688608,-0.0149035071908957,-0.0002267211467029
